order_id,customer_id,order_date,order_value
O0003490,C01259,10/27/2025,288.04
O0003491,C01260,3/25/2023,220.7
O0003492,C01260,1/22/2024,231.14
O0003493,C01260,1/1/2025,100
O0003494,C01260,1/2/2025,152.5
O0003495,C01261,10/19/2023,270.28
O0003496,C01261,4/3/2025,209.64
O0003497,C01262,6/10/2023,272.48
O0003498,C01262,2/8/2024,306.72
O0003499,C01262,3/11/2024,166.62
O0003500,C01262,5/24/2024,201.4
O0003501,C01262,10/29/2024,332.98
O0003502,C01263,2/3/2023,209.48
O0003503,C01263,3/15/2023,334.89
O0003504,C01263,9/23/2024,281.71
O0003505,C01263,3/30/2025,128.09
O0003506,C01263,7/7/2025,308.48
O0003507,C01263,11/17/2025,221.99
O0003508,C01264,10/9/2023,294.12
O0003509,C01265,10/20/2025,267.71
O0003510,C01266,4/7/2023,295.34
O0003511,C01267,2/21/2023,158.88
O0003512,C01267,10/23/2023,175.5
O0003513,C01267,4/22/2024,190.45
O0003514,C01267,5/31/2024,130.76
O0003515,C01267,6/10/2025,217.1
O0003516,C01267,7/3/2025,292.78
O0003517,C01268,1/25/2024,285.13
O0003518,C01269,2/26/2023,124.98
O0003519,C01269,4/29/2024,279.29
O0003520,C01269,6/3/2024,249.26
O0003521,C01269,2/13/2025,328.14
O0003522,C01269,12/31/2025,269.02
O0003523,C01270,4/18/2024,237.86
O0003524,C01271,5/2/2023,120.33
O0003525,C01271,6/6/2023,291.28
O0003526,C01271,3/1/2024,292.8
O0003527,C01271,12/6/2024,257.84
O0003528,C01271,11/10/2025,304.6
O0003529,C01272,7/2/2024,185.84
O0003530,C01273,8/27/2023,252.96
O0003531,C01273,11/24/2024,264.36
O0003532,C01273,10/27/2025,153.55
O0003533,C01274,12/31/2023,204.61
O0003534,C01275,5/23/2025,193.11
O0003535,C01276,1/12/2024,265.14
O0003536,C01276,2/10/2024,196.37
O0003537,C01276,3/1/2024,198.01
O0003538,C01276,3/3/2024,311.75
O0003539,C01276,3/14/2025,128.5
O0003540,C01276,7/10/2025,229.47
O0003541,C01277,9/19/2023,167.48
O0003542,C01277,3/14/2024,195.07
O0003543,C01277,10/26/2024,413
O0003544,C01278,9/11/2025,228.41
O0003545,C01279,9/18/2025,257.45
O0003546,C01280,9/16/2023,-246
O0003547,C01280,2/11/2024,292.12
O0003548,C01280,3/16/2024,126.29
O0003549,C01280,8/23/2024,203.23
O0003550,C01280,1/17/2025,128.5
O0003551,C01281,9/2/2023,241.7
O0003552,C01281,9/28/2023,203.16
O0003553,C01281,4/7/2024,228.04
O0003554,C01281,1/29/2025,-280.71
O0003555,C01281,2/14/2025,247.34
O0003556,C01281,3/25/2025,133.82
O0003557,C01282,7/31/2023,201.55
O0003558,C01282,9/11/2023,146.42
O0003559,C01282,9/7/2024,240.24
O0003560,C01282,1/26/2025,293.97
O0003561,C01282,3/31/2025,159.12
O0003562,C01282,4/17/2025,148.08
O0003563,C01283,5/1/2024,204.12
O0003564,C01284,1/3/2023,166.03
O0003565,C01284,3/10/2023,331.46
O0003566,C01284,12/13/2023,222.03
O0003567,C01284,8/25/2024,209.28
O0003568,C01284,9/23/2024,190.43
O0003569,C01284,3/31/2025,-282.96
O0003570,C01285,1/11/2023,267.77
O0003571,C01285,11/9/2024,273.82
O0003572,C01285,7/16/2025,199.94
O0003573,C01286,1/25/2023,275.25
O0003574,C01286,9/3/2023,270.89
O0003575,C01286,7/29/2024,250.89
O0003576,C01286,10/25/2024,201.68
O0003577,C01286,2/7/2025,237.25
O0003578,C01287,3/9/2023,-236.89
O0003579,C01287,7/24/2023,385.16
O0003580,C01287,5/2/2024,272.51
O0003581,C01287,9/17/2024,268.17
O0003582,C01287,2/12/2025,188.97
O0003583,C01288,4/18/2023,226.22
O0003584,C01288,3/7/2024,291.32
O0003585,C01289,2/21/2024,166.74
O0003586,C01289,8/16/2024,146.43
O0003587,C01289,3/8/2025,98.56
O0003588,C01290,4/3/2023,159.48
O0003589,C01290,7/4/2023,277.17
O0003590,C01290,8/5/2023,286.75
O0003591,C01290,2/22/2024,294.61
O0003592,C01290,3/14/2025,127.88
O0003593,C01290,12/12/2025,252.95
O0003594,C01291,9/11/2024,241.63
O0003595,C01292,7/16/2023,151.62
O0003596,C01292,7/15/2024,280.86
O0003597,C01292,1/22/2025,306.87
O0003598,C01293,5/24/2023,134.8
O0003599,C01293,9/24/2025,182.48
O0003600,C01294,3/2/2025,208.97
O0003601,C01295,9/13/2023,173.38
O0003602,C01295,2/6/2024,324.64
O0003603,C01295,10/16/2024,123.52
O0003604,C01295,4/29/2025,48.09
O0003605,C01295,10/27/2025,283.67
O0003606,C01296,3/23/2023,388.96
O0003607,C01296,8/4/2024,206.02
O0003608,C01296,10/2/2024,291.74
O0003609,C01296,12/27/2024,-217.98
O0003610,C01296,3/11/2025,351.12
O0003611,C01296,4/20/2025,202.59
O0003612,C01297,1/2/2023,5.1
O0003613,C01297,1/26/2023,153.31
O0003614,C01297,7/27/2024,149.41
O0003615,C01297,2/2/2025,239.75
O0003616,C01298,4/22/2023,270.23
O0003617,C01298,8/23/2024,214.36
O0003618,C01298,5/15/2025,271.27
O0003619,C01299,3/11/2023,203.05
O0003620,C01299,3/24/2023,317.16
O0003621,C01299,5/18/2023,425.18
O0003622,C01299,8/16/2023,256.41
O0003623,C01299,10/31/2024,262.19
O0003624,C01299,1/22/2025,310.13
O0003625,C01300,8/31/2023,329.34
O0003626,C01300,2/20/2025,76.55
O0003627,C01300,7/2/2025,-75.43
O0003628,C01301,7/31/2023,261.32
O0003629,C01301,1/20/2024,199.01
O0003630,C01301,12/15/2025,155.34
O0003631,C01302,1/20/2023,121.37
O0003632,C01302,3/8/2023,130.01
O0003633,C01302,8/5/2023,243.15
O0003634,C01302,3/20/2025,164.1
O0003635,C01303,6/25/2024,325.3
O0003636,C01303,11/7/2024,191.16
O0003637,C01304,1/3/2024,276.24
O0003638,C01304,4/4/2024,211.22
O0003639,C01304,6/15/2024,216.87
O0003640,C01305,4/1/2023,200.11
O0003641,C01305,8/9/2023,243.16
O0003642,C01305,8/23/2023,263.66
O0003643,C01305,3/19/2024,229.87
O0003644,C01305,6/21/2024,203.73
O0003645,C01306,1/26/2023,128.14
O0003646,C01306,2/8/2023,169.67
O0003647,C01306,5/17/2023,206.67
O0003648,C01306,6/25/2024,277.76
O0003649,C01306,8/1/2024,221.24
O0003650,C01307,11/20/2023,188.27
O0003651,C01307,11/29/2023,258.26
O0003652,C01307,1/30/2024,240.44
O0003653,C01307,3/17/2024,221.48
O0003654,C01307,10/11/2024,168.35
O0003655,C01307,8/16/2025,257.85
O0003656,C01308,12/26/2023,353.55
O0003657,C01309,7/8/2024,208.56
O0003658,C01309,7/23/2024,156.85
O0003659,C01309,5/25/2025,140.62
O0003660,C01310,11/18/2023,186.63
O0003661,C01310,8/9/2024,234.02
O0003662,C01310,9/24/2024,219.77
O0003663,C01310,3/13/2025,295.6
O0003664,C01310,11/22/2025,165.03
O0003665,C01311,2/23/2023,161.93
O0003666,C01311,10/16/2024,166.65
O0003667,C01311,11/12/2024,260.1
O0003668,C01311,2/10/2025,65.65
O0003669,C01311,3/8/2025,319.41
O0003670,C01311,7/22/2025,-125.86
O0003671,C01312,1/5/2023,235.02
O0003672,C01312,1/17/2023,218.5
O0003673,C01312,3/1/2024,264.34
O0003674,C01312,3/13/2024,168.65
O0003675,C01312,1/3/2025,243.88
O0003676,C01313,5/21/2024,151.82
O0003677,C01314,6/7/2024,300.27
O0003678,C01314,8/26/2024,273.73
O0003679,C01314,1/15/2025,368.69
O0003680,C01314,10/24/2025,136.07
O0003681,C01315,1/18/2023,226.69
O0003682,C01315,5/5/2023,321.83
O0003683,C01315,10/30/2024,232.48
O0003684,C01315,3/23/2025,264.74
O0003685,C01315,7/7/2025,188.75
O0003686,C01315,7/21/2025,202.43
O0003687,C01316,9/13/2023,259.18
O0003688,C01317,1/18/2023,212.32
O0003689,C01317,3/10/2023,159.18
O0003690,C01317,7/30/2023,243.82
O0003691,C01317,11/6/2023,205.64
O0003692,C01318,2/20/2025,240.64
O0003693,C01318,2/24/2025,200.29
O0003694,C01318,5/24/2025,209.15
O0003695,C01319,4/27/2023,227.25
O0003696,C01319,5/14/2023,-230.66
O0003697,C01320,12/4/2023,203.43
O0003698,C01321,7/26/2023,121.65
O0003699,C01321,12/16/2023,363.88
O0003700,C01322,11/4/2025,265.31
O0003701,C01323,10/17/2023,286.43
O0003702,C01323,2/15/2025,202.89
O0003703,C01323,3/20/2025,78.61
O0003704,C01323,8/8/2025,177.41
O0003705,C01323,10/15/2025,195.46
O0003706,C01324,5/7/2025,187.61
O0003707,C01325,8/3/2023,171.45
O0003708,C01325,8/19/2023,279.73
O0003709,C01325,2/11/2024,259.77
O0003710,C01325,6/10/2025,331.96
O0003711,C01325,8/28/2025,-189.43
O0003712,C01325,11/18/2025,379.64
O0003713,C01326,1/2/2023,220.01
O0003714,C01326,12/12/2025,321.67
O0003715,C01327,9/29/2023,211.32
O0003716,C01327,2/19/2024,83.19
O0003717,C01327,3/28/2024,237.95
O0003718,C01327,9/18/2024,137.89
O0003719,C01328,8/19/2025,278.79
O0003720,C01328,8/31/2025,297.53
O0003721,C01329,9/1/2025,267.36
O0003722,C01329,10/14/2025,195.74
O0003723,C01330,4/29/2025,320.85
O0003724,C01331,8/25/2023,251.83
O0003725,C01331,12/19/2024,421.41
O0003726,C01332,12/15/2024,310.43
O0003727,C01333,4/27/2024,128.13
O0003728,C01334,7/1/2023,356.6
O0003729,C01334,12/18/2023,210.49
O0003730,C01334,5/27/2025,305.58
O0003731,C01334,11/10/2025,302.94
O0003732,C01335,3/3/2023,130.36
O0003733,C01335,9/8/2023,268.76
O0003734,C01335,9/20/2024,211.75
O0003735,C01335,4/8/2025,169.96
O0003736,C01335,9/3/2025,285.37
O0003737,C01335,9/28/2025,262.72
O0003738,C01336,5/30/2023,209.31
O0003739,C01336,9/7/2024,255.08
O0003740,C01336,10/9/2024,176.45
O0003741,C01337,6/9/2025,301.73
O0003742,C01338,7/24/2023,219.43
O0003743,C01338,6/19/2024,282.81
O0003744,C01338,11/15/2024,151.23
O0003745,C01338,3/3/2025,181.99
O0003746,C01339,6/29/2023,153.57
O0003747,C01339,12/15/2023,137.89
O0003748,C01339,6/14/2024,265.75
O0003749,C01339,11/7/2024,268.74
O0003750,C01339,10/6/2025,93.19
O0003751,C01340,10/27/2023,244.51
O0003752,C01340,9/25/2024,170.72
O0003753,C01340,3/14/2025,-266.24
O0003754,C01340,6/26/2025,185.71
O0003755,C01340,8/15/2025,202.34
O0003756,C01340,10/15/2025,219.85
O0003757,C01341,11/25/2024,202.02
O0003758,C01342,11/19/2023,148.98
O0003759,C01343,4/8/2024,156.28
O0003760,C01344,2/18/2024,217.18
O0003761,C01345,1/26/2023,245.93
O0003762,C01345,12/29/2023,283.71
O0003763,C01345,3/26/2024,286.87
O0003764,C01345,5/18/2024,328.04
O0003765,C01345,6/14/2024,171.72
O0003766,C01345,9/1/2025,174.31
O0003767,C01346,2/3/2024,203.61
O0003768,C01347,4/21/2025,217.44
O0003769,C01348,10/22/2024,282.18
O0003770,C01349,5/14/2023,234.81
O0003771,C01349,6/16/2023,385.86
O0003772,C01349,7/4/2024,78.36
O0003773,C01349,4/2/2025,132.96
O0003774,C01349,8/15/2025,158.9
O0003775,C01350,12/9/2025,137.52
O0003776,C01351,7/21/2023,292.63
O0003777,C01352,10/7/2023,216.39
O0003778,C01352,9/11/2024,245.6
O0003779,C01353,12/5/2024,235.71
O0003780,C01354,5/16/2024,213.67
O0003781,C01355,6/17/2023,148.46
O0003782,C01355,1/24/2024,-314.72
O0003783,C01355,3/30/2024,304.24
O0003784,C01355,5/20/2024,166.21
O0003785,C01356,3/6/2023,217.21
O0003786,C01356,9/17/2025,150.82
O0003787,C01357,1/13/2024,284.6
O0003788,C01358,2/6/2023,298.53
O0003789,C01358,5/7/2023,55.7
O0003790,C01358,11/12/2023,251.56
O0003791,C01358,8/26/2025,150.92
O0003792,C01358,9/28/2025,235.3
O0003793,C01359,8/22/2023,215.44
O0003794,C01359,11/9/2024,237.29
O0003795,C01359,6/3/2025,174.4
O0003796,C01359,12/30/2025,176.63
O0003797,C01360,8/2/2024,208.81
O0003798,C01361,4/6/2023,163.62
O0003799,C01361,6/17/2023,281.24
O0003800,C01361,8/20/2023,235.38
O0003801,C01361,8/22/2023,-167.84
O0003802,C01361,1/6/2025,257.7
O0003803,C01362,7/16/2023,268.47
O0003804,C01362,4/16/2024,259.41
O0003805,C01362,4/22/2025,232.37
O0003806,C01362,4/29/2025,124.6
O0003807,C01362,10/2/2025,255.79
O0003808,C01363,10/8/2025,255.62
O0003809,C01364,5/10/2023,261.86
O0003810,C01365,1/21/2023,231.26
O0003811,C01365,2/6/2024,371.36
O0003812,C01365,9/22/2024,267.52
O0003813,C01365,12/18/2024,-312.74
O0003814,C01365,6/26/2025,196.88
O0003815,C01365,12/12/2025,235.67
O0003816,C01366,6/23/2023,254.84
O0003817,C01366,12/31/2023,244.11
O0003818,C01366,5/7/2024,103.73
O0003819,C01366,7/24/2025,-289.11
O0003820,C01367,3/19/2023,127.26
O0003821,C01367,11/23/2024,355.28
O0003822,C01367,7/25/2025,303.12
O0003823,C01368,10/16/2025,329.24
O0003824,C01369,2/11/2023,188.39
O0003825,C01369,8/31/2023,160.71
O0003826,C01369,9/1/2023,227.47
O0003827,C01369,2/11/2024,297.97
O0003828,C01369,4/11/2025,91.72
O0003829,C01369,11/10/2025,265.79
O0003830,C01370,6/24/2023,209.72
O0003831,C01370,2/18/2024,206.82
O0003832,C01370,6/22/2025,278.39
O0003833,C01370,10/22/2025,98.79
O0003834,C01371,2/20/2023,211.5
O0003835,C01371,7/9/2023,205.39
O0003836,C01371,8/6/2024,171.26
O0003837,C01371,10/27/2024,375.5
O0003838,C01372,8/21/2023,330.42
O0003839,C01372,10/4/2023,239.4
O0003840,C01372,1/16/2024,290.92
O0003841,C01372,7/1/2024,126.03
O0003842,C01372,9/4/2024,339.54
O0003843,C01372,1/3/2025,302.83
O0003844,C01373,10/22/2025,315.51
O0003845,C01374,3/3/2024,176.24
O0003846,C01375,5/22/2023,254.09
O0003847,C01375,4/21/2024,254.3
O0003848,C01375,10/21/2024,258.25
O0003849,C01375,1/31/2025,267.84
O0003850,C01376,1/2/2023,179.64
O0003851,C01376,11/17/2023,291.84
O0003852,C01376,1/3/2025,218.73
O0003853,C01376,6/30/2025,220.68
O0003854,C01376,10/5/2025,346.16
O0003855,C01377,3/6/2023,351.84
O0003856,C01377,5/24/2023,172.11
O0003857,C01377,9/2/2023,296.32
O0003858,C01377,4/24/2025,236.93
O0003859,C01377,11/25/2025,237.12
O0003860,C01378,12/13/2024,184.67
O0003861,C01379,1/24/2023,268.12
O0003862,C01379,10/20/2023,256.11
O0003863,C01379,11/19/2024,187.02
O0003864,C01379,1/3/2025,220.72
O0003865,C01379,5/30/2025,231.66
O0003866,C01379,8/31/2025,215.41
O0003867,C01380,8/5/2024,187.18
O0003868,C01381,4/1/2023,233.57
O0003869,C01381,9/27/2024,288.09
O0003870,C01381,10/6/2025,249.32
O0003871,C01381,11/8/2025,161
O0003872,C01382,5/25/2025,215.3
O0003873,C01383,5/20/2023,375.19
O0003874,C01383,9/6/2024,302.07
O0003875,C01384,7/2/2023,262.98
O0003876,C01384,11/7/2023,160.68
O0003877,C01384,12/27/2023,240.72
O0003878,C01384,6/16/2024,-148.6
O0003879,C01384,11/14/2024,263.71
O0003880,C01385,2/28/2025,273
O0003881,C01386,2/10/2023,261.18
O0003882,C01386,5/20/2023,-172.02
O0003883,C01386,2/8/2025,195
O0003884,C01386,5/3/2025,142.73
O0003885,C01386,8/30/2025,94.77
O0003886,C01387,5/29/2023,218.3
O0003887,C01387,10/3/2023,227.42
O0003888,C01387,12/14/2024,274.1
O0003889,C01387,4/3/2025,202.34
O0003890,C01388,2/8/2023,230.73
O0003891,C01388,6/20/2023,236.26
O0003892,C01388,1/23/2024,177.35
O0003893,C01389,11/24/2024,286.93
O0003894,C01390,8/19/2023,241.9
O0003895,C01391,2/16/2024,305.87
O0003896,C01391,8/30/2024,117.98
O0003897,C01391,12/20/2024,196.36
O0003898,C01391,2/6/2025,198.83
O0003899,C01391,2/11/2025,233.68
O0003900,C01391,7/11/2025,264.36
O0003901,C01392,2/7/2024,218.24
O0003902,C01393,4/2/2025,189.46
O0003903,C01394,1/16/2023,324.79
O0003904,C01395,7/1/2025,273.04
O0003905,C01395,8/11/2025,205.55
O0003906,C01396,1/3/2023,332.75
O0003907,C01396,7/4/2023,165.53
O0003908,C01396,11/11/2023,279.2
O0003909,C01396,8/8/2024,318.1
O0003910,C01396,8/21/2024,185.4
O0003911,C01396,11/27/2025,161.46
O0003912,C01397,3/7/2023,219.52
O0003913,C01397,6/11/2025,258.99
O0003914,C01397,9/17/2025,353.2
O0003915,C01397,12/18/2025,295.81
O0003916,C01398,3/28/2024,165.18
O0003917,C01398,12/1/2024,225.67
O0003918,C01398,1/28/2025,170.85
O0003919,C01399,4/16/2025,274.64
O0003920,C01400,3/2/2024,250.12
O0003921,C01400,6/26/2024,234.05
O0003922,C01400,12/23/2024,352.27
O0003923,C01400,5/23/2025,195.72
O0003924,C01401,8/5/2023,188.48
O0003925,C01402,4/1/2024,231.57
O0003926,C01402,1/12/2025,223.43
O0003927,C01402,2/12/2025,230.05
O0003928,C01402,6/3/2025,234.5
O0003929,C01403,4/15/2024,168.05
O0003930,C01404,10/12/2023,335.07
O0003931,C01404,11/13/2023,323.5
O0003932,C01404,7/5/2024,279.97
O0003933,C01404,1/21/2025,166.83
O0003934,C01404,3/11/2025,296.5
O0003935,C01404,4/17/2025,301.2
O0003936,C01405,8/22/2023,186.76
O0003937,C01405,1/8/2024,136.64
O0003938,C01405,11/20/2025,96.73
O0003939,C01406,1/10/2024,201.65
O0003940,C01406,2/6/2024,163.07
O0003941,C01406,7/24/2025,170.19
O0003942,C01407,3/7/2023,-274.76
O0003943,C01407,12/13/2023,229.74
O0003944,C01407,6/1/2024,147.84
O0003945,C01407,6/22/2025,283.98
O0003946,C01407,9/12/2025,215.49
O0003947,C01407,11/11/2025,248.41
O0003948,C01408,1/25/2023,296.79
O0003949,C01408,7/18/2023,209.16
O0003950,C01408,1/13/2024,111.22
O0003951,C01408,2/14/2024,166.29
O0003952,C01408,8/29/2025,173.74
O0003953,C01409,12/18/2024,-307.14
O0003954,C01410,8/30/2023,186.69
O0003955,C01410,5/10/2024,260.93
O0003956,C01410,10/10/2024,195.96
O0003957,C01410,5/29/2025,127.21
O0003958,C01411,5/26/2025,368.36
O0003959,C01412,12/28/2023,135.55
O0003960,C01412,12/16/2024,174.4
O0003961,C01413,2/8/2024,135.79
O0003962,C01413,2/18/2025,234.04
O0003963,C01414,1/23/2023,341.29
O0003964,C01414,1/29/2023,171.05
O0003965,C01414,10/25/2023,211.16
O0003966,C01415,8/21/2023,281.12
O0003967,C01415,7/23/2024,308.36
O0003968,C01416,5/5/2023,174.92
O0003969,C01416,9/10/2023,221.16
O0003970,C01416,2/18/2025,300.92
O0003971,C01416,3/13/2025,228.17
O0003972,C01416,4/14/2025,238.12
O0003973,C01416,4/21/2025,262.08
O0003974,C01417,7/27/2025,100.01
O0003975,C01418,3/13/2023,161.46
O0003976,C01418,7/13/2023,227.83
O0003977,C01418,10/23/2023,258.93
O0003978,C01418,12/28/2024,366.61
O0003979,C01419,11/5/2025,267.38
O0003980,C01420,12/28/2024,-213.54
O0003981,C01421,2/18/2025,316.23
O0003982,C01422,5/25/2024,209.61
O0003983,C01422,9/6/2024,283.55
O0003984,C01423,1/24/2025,330.23
O0003985,C01424,9/20/2023,113.48
O0003986,C01425,2/7/2024,244.09
O0003987,C01426,3/3/2023,-172.86
O0003988,C01426,11/18/2023,110.39
O0003989,C01426,5/28/2024,35.26
O0003990,C01426,8/3/2024,237.14
O0003991,C01426,10/20/2024,133.51
O0003992,C01426,1/24/2025,259.87
O0003993,C01427,8/8/2023,-222.89
O0003994,C01428,4/16/2023,245.42
O0003995,C01429,12/30/2023,332.5
O0003996,C01430,3/8/2024,333.31
O0003997,C01430,8/7/2024,161.97
O0003998,C01431,1/31/2024,158.35
O0003999,C01432,2/28/2023,221.27
O0004000,C01432,7/21/2023,208.37
O0004001,C01432,2/24/2025,211.94
O0004002,C01432,4/23/2025,288.17
O0004003,C01432,8/16/2025,205.07
O0004004,C01433,6/16/2025,168.43
O0004005,C01434,2/2/2024,194.77
O0004006,C01434,2/3/2025,382.44
O0004007,C01434,3/9/2025,343.78
O0004008,C01435,12/26/2025,154.45
O0004009,C01436,2/12/2024,254.07
O0004010,C01436,6/15/2024,185.18
O0004011,C01436,10/27/2024,-148.96
O0004012,C01436,5/1/2025,269.37
O0004013,C01436,5/7/2025,331.93
O0004014,C01436,10/13/2025,200.1
O0004015,C01437,9/8/2024,221.84
O0004016,C01437,3/13/2025,228.54
O0004017,C01437,6/16/2025,313.85
O0004018,C01437,9/17/2025,227.66
O0004019,C01438,10/2/2023,164.65
O0004020,C01438,5/9/2024,173.06
O0004021,C01438,7/17/2024,303.5
O0004022,C01438,11/4/2024,333.25
O0004023,C01438,1/7/2025,248.47
O0004024,C01438,8/19/2025,256.11
O0004025,C01439,3/25/2023,156.1
O0004026,C01439,7/7/2023,246.25
O0004027,C01439,8/24/2023,220.03
O0004028,C01439,1/20/2024,244.45
O0004029,C01439,4/15/2025,231.46
O0004030,C01439,6/5/2025,161.83
O0004031,C01440,12/28/2023,190.92
O0004032,C01440,6/17/2024,398.68
O0004033,C01440,6/20/2024,195.12
O0004034,C01440,9/2/2024,269.59
O0004035,C01441,5/1/2024,237.15
O0004036,C01442,10/21/2024,172.94
O0004037,C01443,12/3/2025,320.3
O0004038,C01444,10/14/2024,-204.08
O0004039,C01445,5/13/2023,227.55
O0004040,C01445,7/2/2023,143.47
O0004041,C01445,9/27/2023,306.61
O0004042,C01445,10/4/2024,237.36
O0004043,C01445,2/24/2025,200.43
O0004044,C01445,4/14/2025,223.98
O0004045,C01446,7/30/2023,243.13
O0004046,C01446,9/23/2023,210.54
O0004047,C01446,3/18/2025,240.59
O0004048,C01447,10/10/2024,256.42
O0004049,C01447,1/29/2025,292.07
O0004050,C01447,10/28/2025,165.39
O0004051,C01448,7/30/2023,260.11
O0004052,C01448,7/27/2025,280.14
O0004053,C01449,7/24/2023,119.95
O0004054,C01449,9/4/2023,428.89
O0004055,C01449,11/30/2024,268.5
O0004056,C01450,3/25/2024,86.73
O0004057,C01451,5/22/2023,180.47
O0004058,C01451,6/26/2025,261.79
O0004059,C01451,7/10/2025,158.45
O0004060,C01451,11/15/2025,198.17
O0004061,C01452,2/8/2025,274.95
O0004062,C01453,3/19/2023,178.04
O0004063,C01453,4/7/2023,175.95
O0004064,C01453,6/11/2023,238.1
O0004065,C01453,11/18/2024,273.9
O0004066,C01453,4/20/2025,251.94
O0004067,C01453,4/21/2025,309.66
O0004068,C01454,6/11/2025,188.22
O0004069,C01455,8/26/2023,281.84
O0004070,C01455,11/24/2023,275.74
O0004071,C01455,4/12/2024,274.6
O0004072,C01455,7/15/2025,101.95
O0004073,C01456,4/30/2024,247.48
O0004074,C01457,5/21/2023,191.61
O0004075,C01457,7/20/2023,314.38
O0004076,C01457,12/24/2023,405.18
O0004077,C01457,12/20/2024,297.36
O0004078,C01458,8/17/2023,190.83
O0004079,C01459,11/27/2024,197.41
O0004080,C01460,3/10/2023,192.25
O0004081,C01460,6/12/2023,73.35
O0004082,C01460,6/27/2023,318.22
O0004083,C01460,10/28/2023,301.72
O0004084,C01460,1/16/2025,146.59
O0004085,C01460,3/4/2025,295.89
O0004086,C01461,1/4/2023,215.95
O0004087,C01461,1/29/2023,221.76
O0004088,C01461,8/24/2024,203.55
O0004089,C01461,6/26/2025,136.18
O0004090,C01461,11/14/2025,350.61
O0004091,C01461,12/24/2025,270.81
O0004092,C01462,2/10/2023,332.18
O0004093,C01462,11/10/2023,116.48
O0004094,C01462,2/10/2024,253.04
O0004095,C01462,3/8/2024,138.58
O0004096,C01462,11/23/2025,171.48
O0004097,C01463,2/27/2024,349.9
O0004098,C01464,11/17/2024,203.06
O0004099,C01465,2/22/2024,272.1
O0004100,C01465,10/25/2024,329.92
O0004101,C01465,11/18/2024,226.75
O0004102,C01465,4/4/2025,264
O0004103,C01465,10/26/2025,330.92
O0004104,C01466,1/20/2023,248.76
O0004105,C01466,3/6/2024,248.41
O0004106,C01466,7/16/2025,231.03
O0004107,C01466,9/18/2025,259.91
O0004108,C01466,11/7/2025,225.83
O0004109,C01467,4/30/2025,293.49
O0004110,C01468,3/8/2025,163.1
O0004111,C01469,12/19/2024,317.76
O0004112,C01470,2/9/2024,151.72
O0004113,C01470,5/3/2025,189.28
O0004114,C01471,9/15/2023,332.64
O0004115,C01471,12/27/2023,298.49
O0004116,C01471,8/12/2024,79.46
O0004117,C01471,10/29/2024,214.98
O0004118,C01471,8/20/2025,160.5
O0004119,C01471,12/30/2025,282.52
O0004120,C01472,10/13/2023,314.09
O0004121,C01472,10/18/2023,350.48
O0004122,C01472,3/6/2024,162.31
O0004123,C01472,9/12/2024,152.69
O0004124,C01472,8/16/2025,196.82
O0004125,C01473,1/25/2024,141.62
O0004126,C01473,9/2/2024,309.74
O0004127,C01474,2/11/2024,247.46
O0004128,C01475,10/20/2024,292.48
O0004129,C01476,11/13/2023,252.82
O0004130,C01476,2/18/2025,149.69
O0004131,C01476,10/10/2025,259.62
O0004132,C01477,9/28/2023,322.51
O0004133,C01478,3/7/2023,251.15
O0004134,C01478,4/12/2024,205.21
O0004135,C01478,1/13/2025,192.37
O0004136,C01478,8/16/2025,283.02
O0004137,C01479,3/11/2023,67.05
O0004138,C01479,5/8/2023,173.39
O0004139,C01479,6/11/2023,257.62
O0004140,C01479,9/6/2024,210.83
O0004141,C01480,6/28/2025,160.7
O0004142,C01481,5/7/2025,213.03
O0004143,C01482,11/1/2024,110.87
O0004144,C01483,1/6/2023,213.61
O0004145,C01483,10/23/2024,257.96
O0004146,C01483,1/2/2025,143.27
O0004147,C01483,11/2/2025,248.51
O0004148,C01483,11/16/2025,374.78
O0004149,C01484,5/20/2023,254.04
O0004150,C01484,4/12/2024,292.31
O0004151,C01484,11/29/2024,369.35
O0004152,C01485,1/15/2023,87.79
O0004153,C01485,3/4/2023,292.6
O0004154,C01485,3/6/2023,244.94
O0004155,C01485,11/24/2023,261.22
O0004156,C01485,6/9/2025,213.55
O0004157,C01486,1/20/2024,170.03
O0004158,C01487,3/11/2023,257.24
O0004159,C01487,12/2/2023,215.77
O0004160,C01487,9/27/2024,269.75
O0004161,C01488,2/24/2025,132.08
O0004162,C01489,2/17/2023,309.89
O0004163,C01489,3/6/2023,336.32
O0004164,C01489,8/12/2025,94.01
O0004165,C01490,3/11/2025,218.66
O0004166,C01490,12/25/2025,238.69
O0004167,C01491,1/26/2023,166.39
O0004168,C01491,2/5/2023,169.87
O0004169,C01491,6/4/2023,156
O0004170,C01491,8/4/2025,116.6
O0004171,C01492,9/27/2023,-162.66
O0004172,C01492,11/14/2023,-146.28
O0004173,C01492,3/26/2024,201.77
O0004174,C01492,8/2/2025,248.74
O0004175,C01493,5/16/2024,168.03
O0004176,C01494,1/10/2024,206.58
O0004177,C01495,1/9/2024,159.26
O0004178,C01496,2/28/2025,173.7
O0004179,C01497,2/12/2023,151.52
O0004180,C01497,12/4/2024,162.46
O0004181,C01497,2/17/2025,289.16
O0004182,C01497,8/3/2025,264.13
O0004183,C01498,11/25/2023,315.07
O0004184,C01499,1/15/2023,246.7
O0004185,C01500,2/28/2025,200.38
O0004186,C01501,1/17/2025,210.43
O0004187,C01502,8/9/2023,197.3
