order_id;customer_id;order_date;order_value;
O02284;C2284;11/06/2025;-174,6;
O02285;C2285;24/06/2025;-195,7;
O02286;C2286;07/07/2025;-40,7;
O02287;C2287;20/07/2025;-62,2;
O02288;C2288;02/08/2025;-87,6;
O02289;C2289;15/08/2025;-109,5;
O02290;C2290;28/08/2025;-131,6;
O02291;C2291;10/09/2025;-153,9;
O02292;C2292;23/09/2025;-176,4;
O02293;C2293;06/10/2025;-199,1;
O02294;C2294;19/10/2025;-42;
O02295;C2295;01/11/2025;-65,1;
O02296;C2296;14/11/2025;-88,4;
O02297;C2297;27/11/2025;-111,9;
O02298;C2298;10/12/2025;-135,6;
O02299;C2299;23/12/2025;-159,5;
O02300;C2300;05/01/2026;-183,6;
O02301;C2301;18/01/2026;-24,2;
O02302;C2302;31/01/2026;-48,7;
O02303;C2303;14/02/2024;-69,7;
O02304;C2304;27/02/2024;-94,6;
O02305;C2305;11/03/2024;-116;
O02306;C2306;24/03/2024;-141,3;
O02307;C2307;06/04/2024;-163,1;
O02308;C2308;19/04/2024;-185,1;
O02309;C2309;02/05/2024;-27,3;
O02310;C2310;15/05/2024;-53,4;
O02311;C2311;28/05/2024;-76;
O02312;C2312;10/06/2024;-98,8;
O02313;C2313;23/06/2024;-121,8;
O02314;C2314;06/07/2024;-145;
O02315;C2315;19/07/2024;-168,4;
O02316;C2316;01/08/2024;-188,3;
O02317;C2317;14/08/2024;-32,1;
O02318;C2318;27/08/2024;-56,1;
O02319;C2319;09/09/2024;-80,3;
O02320;C2320;22/09/2024;-101;
O02321;C2321;05/10/2024;-125,6;
O02322;C2322;18/10/2024;-146,7;
O02323;C2323;31/10/2024;-171,7;
O02324;C2324;13/11/2024;-193,2;
O02325;C2325;26/11/2024;-38,6;
O02326;C2326;09/12/2024;-60,5;
O02327;C2327;22/12/2024;-82,6;
O02328;C2328;04/01/2025;-104,9;
O02329;C2329;17/01/2025;-127,4;
O02330;C2330;30/01/2025;-150,1;
O02331;C2331;12/02/2025;-173;
O02332;C2332;25/02/2025;-196,1;
O02333;C2333;10/03/2025;-39,4;
O02334;C2334;23/03/2025;-62,9;
O02335;C2335;05/04/2025;-86,6;
O02336;C2336;18/04/2025;-110,5;
O02337;C2337;01/05/2025;-134,6;
O02338;C2338;14/05/2025;-155,2;
O02339;C2339;27/05/2025;-179,7;
O02340;C2340;09/06/2025;-20,7;
O02341;C2341;22/06/2025;-45,6;
O02342;C2342;05/07/2025;-67;
O02343;C2343;18/07/2025;-92,3;
O02344;C2344;31/07/2025;-114,1;
O02345;C2345;13/08/2025;-136,1;
O02346;C2346;26/08/2025;-158,3;
O02347;C2347;08/09/2025;-184,4;
O02348;C2348;21/09/2025;-27;
O02349;C2349;04/10/2025;-49,8;
O02350;C2350;17/10/2025;-72,8;
O02351;C2351;30/10/2025;-96;
O02352;C2352;12/11/2025;-119,4;
O02353;C2353;25/11/2025;-139,3;
O02354;C2354;08/12/2025;-163,1;
O02355;C2355;21/12/2025;-187,1;
O02356;C2356;03/01/2026;-31,3;
O02357;C2357;16/01/2026;-52;
O02358;C2358;29/01/2026;-76,6;
O02359;C2359;12/02/2024;-97,7;
O02360;C2360;25/02/2024;-122,7;
O02361;C2361;09/03/2024;-144,2;
O02362;C2362;22/03/2024;-169,6;
O02363;C2363;04/04/2024;-191,5;
O02364;C2364;17/04/2024;-33,6;
O02365;C2365;30/04/2024;-55,9;
O02366;C2366;13/05/2024;-78,4;
O02367;C2367;26/05/2024;-101,1;
O02368;C2368;08/06/2024;-124;
O02369;C2369;21/06/2024;-147,1;
O02370;C2370;04/07/2024;-170,4;
O02371;C2371;17/07/2024;-193,9;
O02372;C2372;30/07/2024;-37,6;
O02373;C2373;12/08/2024;-61,5;
O02374;C2374;25/08/2024;-85,6;
O02375;C2375;07/09/2024;-106,2;
O02376;C2376;20/09/2024;-130,7;
O02377;C2377;03/10/2024;-151,7;
O02378;C2378;16/10/2024;-176,6;
O02379;C2379;29/10/2024;-198;
O02380;C2380;11/11/2024;-43,3;
O02381;C2381;24/11/2024;-65,1;
O02382;C2382;07/12/2024;-87,1;
O02383;C2383;20/12/2024;-109,3;
O02384;C2384;02/01/2025;-135,4;
O02385;C2385;15/01/2025;-158;
O02386;C2386;28/01/2025;-180,8;
O02387;C2387;10/02/2025;-23,8;
O02388;C2388;23/02/2025;-47;
O02389;C2389;08/03/2025;-70,4;
O02390;C2390;21/03/2025;-90,3;
O02391;C2391;03/04/2025;-114,1;
O02392;C2392;16/04/2025;-138,1;
O02393;C2393;29/04/2025;-162,3;
O02394;C2394;12/05/2025;-183;
O02395;C2395;25/05/2025;-27,6;
O02396;C2396;07/06/2025;-48,7;
O02397;C2397;20/06/2025;-73,7;
O02398;C2398;03/07/2025;-95,2;
O02399;C2399;16/07/2025;-120,6;
O02400;C2400;29/07/2025;-142,5;
O02401;C2401;11/08/2025;-164,6;
O02402;C2402;24/08/2025;-186,9;
O02403;C2403;06/09/2025;-29,4;
O02404;C2404;19/09/2025;-52,1;
O02405;C2405;02/10/2025;-75;
O02406;C2406;15/10/2025;-98,1;
O02407;C2407;28/10/2025;-121,4;
O02408;C2408;10/11/2025;-144,9;
O02409;C2409;23/11/2025;-168,6;
O02410;C2410;06/12/2025;-192,5;
O02411;C2411;19/12/2025;-36,6;
O02412;C2412;01/01/2026;-57,2;
O02413;C2413;14/01/2026;-81,7;
O02414;C2414;27/01/2026;-102,7;
O02415;C2415;10/02/2024;-127,6;
O02416;C2416;23/02/2024;-149;
O02417;C2417;07/03/2024;-174,3;
O02418;C2418;20/03/2024;-196,1;
O02419;C2419;02/04/2024;-38,1;
O02420;C2420;15/04/2024;-60,3;
O02421;C2421;28/04/2024;-86,4;
O02422;C2422;11/05/2024;-109;
O02423;C2423;24/05/2024;-131,8;
O02424;C2424;06/06/2024;-154,8;
O02425;C2425;19/06/2024;-178;
O02426;C2426;02/07/2024;-201,4;
O02427;C2427;15/07/2024;-41,3;
O02428;C2428;28/07/2024;-65,1;
O02429;C2429;10/08/2024;-89,1;
O02430;C2430;23/08/2024;-113,3;
O02431;C2431;05/09/2024;-134;
O02432;C2432;18/09/2024;-158,6;
O02433;C2433;01/10/2024;-179,7;
O02434;C2434;14/10/2024;-24,7;
O02435;C2435;27/10/2024;-46,2;
O02436;C2436;09/11/2024;-71,6;
O02437;C2437;22/11/2024;-93,5;
O02438;C2438;05/12/2024;-115,6;
O02439;C2439;18/12/2024;-137,9;
O02440;C2440;31/12/2024;-160,4;
O02441;C2441;13/01/2025;-183,1;
O02442;C2442;26/01/2025;-26;
O02443;C2443;08/02/2025;-49,1;
O02444;C2444;21/02/2025;-72,4;
O02445;C2445;06/03/2025;-95,9;
O02446;C2446;19/03/2025;-119,6;
O02447;C2447;01/04/2025;-143,5;
O02448;C2448;14/04/2025;-167,6;
O02449;C2449;27/04/2025;-188,2;
O02450;C2450;10/05/2025;-32,7;
O02451;C2451;23/05/2025;-53,7;
O02452;C2452;05/06/2025;-78,6;
O02453;C2453;18/06/2025;-100;
O02454;C2454;01/07/2025;-125,3;
O02455;C2455;14/07/2025;-147,1;
O02456;C2456;27/07/2025;-169,1;
O02457;C2457;09/08/2025;-191,3;
O02458;C2458;22/08/2025;-37,4;
O02459;C2459;04/09/2025;-60;
O02460;C2460;17/09/2025;-82,8;
O02461;C2461;30/09/2025;-105,8;
O02462;C2462;13/10/2025;-129;
O02463;C2463;26/10/2025;-152,4;
O02464;C2464;08/11/2025;-172,3;
O02465;C2465;21/11/2025;-196,1;
O02466;C2466;04/12/2025;-40,1;
O02467;C2467;17/12/2025;-64,3;
O02468;C2468;30/12/2025;-85;
O02469;C2469;12/01/2026;-109,6;
O02470;C2470;25/01/2026;-130,7;
O02471;C2471;08/02/2024;-155,7;
O02472;C2472;21/02/2024;-177,2;
O02473;C2473;05/03/2024;-202,6;
O02474;C2474;18/03/2024;-44,5;
O02475;C2475;31/03/2024;-66,6;
O02476;C2476;13/04/2024;-88,9;
O02477;C2477;26/04/2024;-111,4;
O02478;C2478;09/05/2024;-134,1;
O02479;C2479;22/05/2024;-157;
O02480;C2480;04/06/2024;-180,1;
O02481;C2481;17/06/2024;-23,4;
O02482;C2482;30/06/2024;-46,9;
O02483;C2483;13/07/2024;-70,6;
O02484;C2484;26/07/2024;-94,5;
O02485;C2485;08/08/2024;-118,6;
O02486;C2486;21/08/2024;-139,2;
O02487;C2487;03/09/2024;-163,7;
O02488;C2488;16/09/2024;-184,7;
O02489;C2489;29/09/2024;-29,6;
O02490;;12/10/2024;-51;
O02491;C2491;25/10/2024;-76,3;
O02492;C2492;07/11/2024;-98,1;
O02493;C2493;20/11/2024;-120,1;
O02494;C2494;03/12/2024;-142,3;
O02495;C2495;16/12/2024;-168,4;
O02496;C2496;29/12/2024;-191;
O02497;C2497;11/01/2025;-33,8;
O02498;C2498;24/01/2025;-56,8;
O02499;C2499;06/02/2025;-80;
O02500;C2500;19/02/2025;-103,4;
O02501;C2501;04/03/2025;-123,3;
O02502;C2502;17/03/2025;-147,1;
O02503;C2503;30/03/2025;-171,1;
O02504;C2504;12/04/2025;-195,3;
O02505;C2505;25/04/2025;-36;
O02506;C2506;08/05/2025;-60,6;
O02507;C2507;21/05/2025;-81,7;
O02508;C2508;03/06/2025;-106,7;
O02509;C2509;16/06/2025;-128,2;
O02510;C2510;29/06/2025;-153,6;
O02511;C2511;12/07/2025;-175,5;
O02512;C2512;25/07/2025;-197,6;
O02513;C2513;07/08/2025;-39,9;
O02514;C2514;20/08/2025;-62,4;
O02515;C2515;02/09/2025;-85,1;
O02516;C2516;15/09/2025;-108;
O02517;C2517;28/09/2025;-131,1;
O02518;C2518;11/10/2025;-154,4;
O02519;C2519;24/10/2025;-177,9;
O02520;C2520;06/11/2025;-21,6;
O02521;C2521;19/11/2025;-45,5;
O02522;C2522;02/12/2025;-69,6;
O02523;C2523;15/12/2025;-90,2;
O02524;C2524;28/12/2025;-114,7;
O02525;C2525;10/01/2026;-135,7;
O02526;C2526;23/01/2026;-160,6;
O02527;C2527;06/02/2024;-182;
O02528;C2528;19/02/2024;-27,3;
O02529;C2529;03/03/2024;-49,1;
O02530;C2530;16/03/2024;-71,1;
O02531;C2531;29/03/2024;-93,3;
O02532;C2532;11/04/2024;-119,4;
O02533;C2533;24/04/2024;-142;
O02534;C2534;07/05/2024;-164,8;
O02535;C2535;20/05/2024;-187,8;
O02536;C2536;02/06/2024;-31;
O02537;C2537;15/06/2024;-54,4;
O02538;C2538;28/06/2024;-74,3;
O02539;C2539;11/07/2024;-98,1;
O02540;C2540;24/07/2024;-122,1;
O02541;C2541;06/08/2024;-146,3;
O02542;C2542;19/08/2024;-167;
O02543;C2543;01/09/2024;-191,6;
O02544;C2544;14/09/2024;-32,7;
O02545;C2545;27/09/2024;-57,7;
O02546;C2546;10/10/2024;-79,2;
O02547;C2547;23/10/2024;-104,6;
O02548;C2548;05/11/2024;-126,5;
O02549;C2549;18/11/2024;-148,6;
O02550;C2550;01/12/2024;-170,9;
O02551;C2551;14/12/2024;-193,4;
O02552;C2552;27/12/2024;-36,1;
O02553;C2553;09/01/2025;-59;
O02554;C2554;22/01/2025;-82,1;
O02555;C2555;04/02/2025;-105,4;
O02556;C2556;17/02/2025;-128,9;
O02557;C2557;02/03/2025;-152,6;
O02558;C2558;15/03/2025;-176,5;
O02559;C2559;28/03/2025;-200,6;
O02560;C2560;10/04/2025;-41,2;
O02561;C2561;23/04/2025;-65,7;
O02562;C2562;06/05/2025;-86,7;
O02563;C2563;19/05/2025;-111,6;
O02564;C2564;01/06/2025;-133;
O02565;C2565;14/06/2025;-158,3;
O02566;C2566;27/06/2025;-180,1;
O02567;C2567;10/07/2025;-22,1;
O02568;C2568;23/07/2025;-44,3;
O02569;C2569;05/08/2025;-70,4;
O02570;C2570;18/08/2025;-93;
O02571;C2571;31/08/2025;-115,8;
O02572;C2572;13/09/2025;-138,8;
O02573;C2573;26/09/2025;-162;
O02574;C2574;09/10/2025;-185,4;
O02575;C2575;22/10/2025;-25,3;
O02576;C2576;04/11/2025;-49,1;
O02577;C2577;17/11/2025;-73,1;
O02578;C2578;30/11/2025;-97,3;
O02579;C2579;13/12/2025;-118;
O02580;C2580;26/12/2025;-142,6;
O02581;C2581;08/01/2026;-163,7;
O02582;C2582;21/01/2026;-188,7;
O02583;C2583;03/02/2026;-30,2;
O02584;C2584;17/02/2024;-55,6;
O02585;C2585;01/03/2024;-77,5;
O02586;C2586;14/03/2024;-99,6;
O02587;C2587;27/03/2024;-121,9;
O02588;C2588;09/04/2024;-144,4;
O02589;C2589;22/04/2024;-167,1;
O02590;C2590;05/05/2024;-190;
O02591;C2591;18/05/2024;-33,1;
O02592;C2592;31/05/2024;-56,4;
O02593;C2593;13/06/2024;-79,9;
O02594;C2594;26/06/2024;-103,6;
O02595;C2595;09/07/2024;-127,5;
O02596;C2596;22/07/2024;-151,6;
O02597;C2597;04/08/2024;-172,2;
O02598;C2598;17/08/2024;-196,7;
O02599;C2599;30/08/2024;-37,7;
O02600;C2600;12/09/2024;-62,6;
O02601;C2601;25/09/2024;-84;
O02602;C2602;08/10/2024;-109,3;
O02603;C2603;21/10/2024;-131,1;
O02604;C2604;03/11/2024;-153,1;
O02605;C2605;16/11/2024;-175,3;
O02606;C2606;29/11/2024;-201,4;
O02607;C2607;12/12/2024;-44;
O02608;C2608;25/12/2024;-66,8;
O02609;C2609;07/01/2025;-89,8;
O02610;C2610;20/01/2025;-113;
O02611;C2611;02/02/2025;-136,4;
O02612;C2612;15/02/2025;-156,3;
O02613;C2613;28/02/2025;-180,1;
O02614;C2614;13/03/2025;-24,1;
O02615;C2615;26/03/2025;-48,3;
O02616;C2616;08/04/2025;-69;
O02617;C2617;21/04/2025;-93,6;
O02618;C2618;04/05/2025;-114,7;
O02619;C2619;17/05/2025;-139,7;
O02620;C2620;30/05/2025;-161,2;
O02621;C2621;12/06/2025;-186,6;
O02622;C2622;25/06/2025;-28,5;
O02623;C2623;08/07/2025;-50,6;
O02624;C2624;21/07/2025;-72,9;
O02625;C2625;03/08/2025;-95,4;
O02626;C2626;16/08/2025;-118,1;
O02627;C2627;29/08/2025;-141;
O02628;C2628;11/09/2025;-164,1;
O02629;C2629;24/09/2025;-187,4;
O02630;C2630;07/10/2025;-30,9;
O02631;C2631;20/10/2025;-54,6;
O02632;C2632;02/11/2025;-78,5;
O02633;C2633;15/11/2025;-102,6;
O02634;C2634;28/11/2025;-123,2;
O02635;C2635;11/12/2025;-147,7;
O02636;C2636;24/12/2025;-168,7;
O02637;C2637;06/01/2026;-193,6;
O02638;C2638;19/01/2026;-35;
O02639;C2639;01/02/2026;-60,3;
O02640;C2640;15/02/2024;-82,1;
O02641;C2641;28/02/2024;-104,1;
O02642;C2642;12/03/2024;-126,3;
O02643;C2643;25/03/2024;-152,4;
O02644;C2644;07/04/2024;-175;
O02645;C2645;20/04/2024;-197,8;
O02646;C2646;03/05/2024;-40,8;
O02647;C2647;16/05/2024;-64;
O02648;C2648;29/05/2024;-87,4;
O02649;C2649;11/06/2024;-107,3;
O02650;C2650;24/06/2024;-131,1;
O02651;C2651;07/07/2024;-155,1;
O02652;C2652;20/07/2024;-179,3;
O02653;C2653;02/08/2024;-200;
O02654;C2654;15/08/2024;-44,6;
O02655;C2655;28/08/2024;-65,7;
O02656;C2656;10/09/2024;-90,7;
O02657;C2657;23/09/2024;-112,2;
O02658;C2658;06/10/2024;-137,6;
O02659;C2659;19/10/2024;-159,5;
O02660;C2660;01/11/2024;-181,6;
O02661;C2661;14/11/2024;-23,9;
O02662;C2662;27/11/2024;-46,4;
O02663;C2663;10/12/2024;-69,1;
O02664;C2664;23/12/2024;-92;
O02665;C2665;05/01/2025;-115,1;
O02666;C2666;18/01/2025;-138,4;
O02667;C2667;31/01/2025;-161,9;
O02668;C2668;13/02/2025;-185,6;
O02669;C2669;26/02/2025;-29,5;
O02670;C2670;11/03/2025;-53,6;
O02671;C2671;24/03/2025;-74,2;
O02672;C2672;06/04/2025;-98,7;
O02673;C2673;19/04/2025;-119,7;
O02674;C2674;02/05/2025;-144,6;
O02675;C2675;15/05/2025;-166;
O02676;C2676;28/05/2025;-191,3;
O02677;C2677;10/06/2025;-33,1;
O02678;C2678;23/06/2025;-55,1;
O02679;C2679;06/07/2025;-77,3;
O02680;C2680;19/07/2025;-103,4;
O02681;C2681;01/08/2025;-126;
O02682;C2682;14/08/2025;-148,8;
O02683;C2683;27/08/2025;-171,8;
O02684;C2684;09/09/2025;-195;
O02685;C2685;22/09/2025;-38,4;
O02686;C2686;05/10/2025;-58,3;
O02687;C2687;18/10/2025;-82,1;
O02688;C2688;31/10/2025;-106,1;
O02689;C2689;13/11/2025;-130,3;
O02690;C2690;26/11/2025;-151;
O02691;C2691;09/12/2025;-175,6;
O02692;C2692;22/12/2025;-196,7;
O02693;C2693;04/01/2026;-41,7;
O02694;C2694;17/01/2026;-63,2;
O02695;C2695;30/01/2026;-88,6;
O02696;C2696;13/02/2024;-110,5;
O02697;C2697;26/02/2024;-132,6;
O02698;C2698;10/03/2024;-154,9;
O02699;C2699;23/03/2024;-177,4;
O02700;C2700;05/04/2024;-20,1;
O02701;C2701;18/04/2024;-43;
O02702;C2702;01/05/2024;-66,1;
O02703;C2703;14/05/2024;-89,4;
O02704;C2704;27/05/2024;-112,9;
O02705;C2705;09/06/2024;-136,6;
O02706;C2706;22/06/2024;-160,5;
O02707;C2707;05/07/2024;-184,6;
O02708;C2708;18/07/2024;-25,2;
O02709;C2709;31/07/2024;-49,7;
O02710;C2710;13/08/2024;-70,7;
O02711;C2711;26/08/2024;-95,6;
O02712;C2712;08/09/2024;-117;
O02713;C2713;21/09/2024;-142,3;
O02714;C2714;04/10/2024;-164,1;
O02715;C2715;17/10/2024;-186,1;
O02716;C2716;30/10/2024;-28,3;
O02717;C2717;12/11/2024;-54,4;
O02718;C2718;25/11/2024;-77;
O02719;C2719;08/12/2024;-99,8;
O02720;C2720;21/12/2024;-122,8;
O02721;C2721;03/01/2025;-146;
O02722;C2722;16/01/2025;-169,4;
O02723;C2723;29/01/2025;-189,3;
O02724;C2724;11/02/2025;-33,1;
O02725;C2725;24/02/2025;-57,1;
O02726;C2726;09/03/2025;-81,3;
O02727;C2727;22/03/2025;-102;
O02728;C2728;04/04/2025;-126,6;
O02729;C2729;17/04/2025;-147,7;
O02730;C2730;30/04/2025;-172,7;
O02731;C2731;13/05/2025;-194,2;
O02732;C2732;26/05/2025;-39,6;
O02733;C2733;08/06/2025;-61,5;
O02734;C2734;21/06/2025;-83,6;
O02735;C2735;04/07/2025;-105,9;
O02736;C2736;17/07/2025;-128,4;
O02737;C2737;30/07/2025;-151,1;
O02738;C2738;12/08/2025;-174;
O02739;C2739;25/08/2025;-197,1;
O02740;C2740;07/09/2025;-40,4;
O02741;C2741;20/09/2025;-63,9;
O02742;C2742;03/10/2025;-87,6;
O02743;C2743;16/10/2025;-111,5;
O02744;C2744;29/10/2025;-135,6;
O02745;C2745;11/11/2025;-156,2;
O02746;C2746;24/11/2025;-180,7;
O02747;C2747;07/12/2025;-21,7;
O02748;C2748;20/12/2025;-46,6;
O02749;C2749;02/01/2026;-68;
O02750;C2750;15/01/2026;-93,3;
O02751;C2751;28/01/2026;-115,1;
O02752;C2752;11/02/2024;-137,1;
O02753;C2753;24/02/2024;-159,3;
O02754;C2754;08/03/2024;-185,4;
O02755;C2755;21/03/2024;-28;
O02756;C2756;03/04/2024;-50,8;
O02757;C2757;16/04/2024;-73,8;
O02758;C2758;29/04/2024;-97;
O02759;C2759;12/05/2024;-120,4;
O02760;C2760;25/05/2024;-140,3;
O02761;C2761;07/06/2024;-164,1;
O02762;C2762;20/06/2024;-188,1;
O02763;C2763;03/07/2024;-32,3;
O02764;C2764;16/07/2024;-53;
O02765;C2765;29/07/2024;-77,6;
O02766;C2766;11/08/2024;-98,7;
O02767;C2767;24/08/2024;-123,7;
O02768;C2768;06/09/2024;-145,2;
O02769;C2769;19/09/2024;-170,6;
O02770;C2770;02/10/2024;-192,5;
O02771;C2771;15/10/2024;-34,6;
O02772;C2772;28/10/2024;-56,9;
O02773;C2773;10/11/2024;-79,4;
O02774;C2774;23/11/2024;-102,1;
O02775;C2775;06/12/2024;-125;
O02776;C2776;19/12/2024;-148,1;
O02777;C2777;01/01/2025;-171,4;
O02778;C2778;14/01/2025;-194,9;
O02779;C2779;27/01/2025;-38,6;
O02780;C2780;09/02/2025;-62,5;
O02781;C2781;22/02/2025;-86,6;
O02782;C2782;07/03/2025;-107,2;
O02783;C2783;20/03/2025;-131,7;
O02784;C2784;02/04/2025;-152,7;
O02785;C2785;15/04/2025;-177,6;
O02786;C2786;28/04/2025;-199;
O02787;C2787;11/05/2025;-44,3;
O02788;C2788;24/05/2025;-66,1;
O02789;C2789;06/06/2025;-88,1;
O02790;C2790;19/06/2025;-110,3;
O02791;C2791;02/07/2025;-136,4;
O02792;C2792;15/07/2025;-159;
O02793;C2793;28/07/2025;-181,8;
O02794;C2794;10/08/2025;-24,8;
O02795;C2795;23/08/2025;-48;
O02796;C2796;05/09/2025;-71,4;
O02797;C2797;18/09/2025;-91,3;
O02798;C2798;01/10/2025;-115,1;
O02799;C2799;14/10/2025;-139,1;
O02800;C2800;27/10/2025;-163,3;
O02801;C2801;09/11/2025;-184;
O02802;C2802;22/11/2025;-28,6;
O02803;C2803;05/12/2025;-49,7;
O02804;C2804;18/12/2025;-74,7;
O02805;C2805;31/12/2025;-96,2;
O02806;C2806;13/01/2026;-121,6;
O02807;C2807;26/01/2026;-143,5;
O02808;C2808;09/02/2024;-165,6;
O02809;C2809;22/02/2024;-187,9;
O02810;C2810;06/03/2024;-30,4;
O02811;C2811;19/03/2024;-53,1;
O02812;C2812;01/04/2024;-76;
O02813;C2813;14/04/2024;-99,1;
O02814;C2814;27/04/2024;-122,4;
O02815;C2815;10/05/2024;-145,9;
O02816;C2816;23/05/2024;-169,6;
O02817;C2817;05/06/2024;-193,5;
O02818;C2818;18/06/2024;-37,6;
O02819;C2819;01/07/2024;-58,2;
O02820;C2820;14/07/2024;-82,7;
O02821;C2821;27/07/2024;-103,7;
O02822;C2822;09/08/2024;-128,6;
O02823;C2823;22/08/2024;-150;
O02824;C2824;04/09/2024;-175,3;
O02825;C2825;17/09/2024;-197,1;
O02826;C2826;30/09/2024;-39,1;
O02827;C2827;13/10/2024;-61,3;
O02828;C2828;26/10/2024;-87,4;
O02829;C2829;08/11/2024;-110;
O02830;C2830;21/11/2024;-132,8;
O02831;C2831;04/12/2024;-155,8;
O02832;C2832;17/12/2024;-179;
O02833;C2833;30/12/2024;-202,4;
O02834;C2834;12/01/2025;-42,3;
O02835;C2835;25/01/2025;-66,1;
O02836;C2836;07/02/2025;-90,1;
O02837;C2837;20/02/2025;-114,3;
O02838;C2838;05/03/2025;-135;
O02839;C2839;18/03/2025;-159,6;
O02840;C2840;31/03/2025;-180,7;
O02841;C2841;13/04/2025;-25,7;
O02842;C2842;26/04/2025;-47,2;
O02843;C2843;09/05/2025;-72,6;
O02844;C2844;22/05/2025;-94,5;
O02845;C2845;04/06/2025;-116,6;
O02846;C2846;17/06/2025;-138,9;
O02847;C2847;30/06/2025;-161,4;
O02848;C2848;13/07/2025;-184,1;
O02849;C2849;26/07/2025;-27;
O02850;;08/08/2025;-50,1;
O02851;C2851;21/08/2025;-73,4;
O02852;C2852;03/09/2025;-96,9;
O02853;C2853;16/09/2025;-120,6;
O02854;C2854;29/09/2025;-144,5;
O02855;C2855;12/10/2025;-168,6;
O02856;C2856;25/10/2025;-189,2;
O02857;C2857;07/11/2025;-33,7;
O02858;C2858;20/11/2025;-54,7;
O02859;C2859;03/12/2025;-79,6;
O02860;C2860;16/12/2025;-101;
O02861;C2861;29/12/2025;-126,3;
O02862;C2862;11/01/2026;-148,1;
O02863;C2863;24/01/2026;-170,1;
O02864;C2864;07/02/2024;-192,3;
O02865;C2865;20/02/2024;-38,4;
O02866;C2866;04/03/2024;-61;
O02867;C2867;17/03/2024;-83,8;
O02868;C2868;30/03/2024;-106,8;
O02869;C2869;12/04/2024;-130;
O02870;C2870;25/04/2024;-153,4;
O02871;C2871;08/05/2024;-173,3;
O02872;C2872;21/05/2024;-197,1;
O02873;C2873;03/06/2024;-41,1;
O02874;C2874;16/06/2024;-65,3;
O02875;C2875;29/06/2024;-86;
O02876;C2876;12/07/2024;-110,6;
O02877;C2877;25/07/2024;-131,7;
O02878;C2878;07/08/2024;-156,7;
O02879;C2879;20/08/2024;-178,2;
O02880;C2880;02/09/2024;-23,6;
O02881;C2881;15/09/2024;-45,5;
O02882;C2882;28/09/2024;-67,6;
O02883;C2883;11/10/2024;-89,9;
O02884;C2884;24/10/2024;-112,4;
O02885;C2885;06/11/2024;-135,1;
O02886;C2886;19/11/2024;-158;
O02887;C2887;02/12/2024;-181,1;
O02888;C2888;15/12/2024;-24,4;
O02889;C2889;28/12/2024;-47,9;
O02890;C2890;10/01/2025;-71,6;
O02891;C2891;23/01/2025;-95,5;
O02892;C2892;05/02/2025;-119,6;
O02893;C2893;18/02/2025;-140,2;
O02894;C2894;03/03/2025;-164,7;
O02895;C2895;16/03/2025;-185,7;
O02896;C2896;29/03/2025;-30,6;
O02897;C2897;11/04/2025;-52;
O02898;C2898;24/04/2025;-77,3;
O02899;C2899;07/05/2025;-99,1;
O02900;C2900;20/05/2025;-121,1;
O02901;C2901;02/06/2025;-143,3;
O02902;C2902;15/06/2025;-169,4;
O02903;C2903;28/06/2025;-192;
O02904;C2904;11/07/2025;-34,8;
O02905;C2905;24/07/2025;-57,8;
O02906;C2906;06/08/2025;-81;
O02907;C2907;19/08/2025;-104,4;
O02908;C2908;01/09/2025;-124,3;
O02909;C2909;14/09/2025;-148,1;
O02910;C2910;27/09/2025;-172,1;
O02911;C2911;10/10/2025;-196,3;
O02912;C2912;23/10/2025;-37;
O02913;C2913;05/11/2025;-61,6;
O02914;C2914;18/11/2025;-82,7;
O02915;C2915;01/12/2025;-107,7;
O02916;C2916;14/12/2025;-129,2;
O02917;C2917;27/12/2025;-154,6;
O02918;C2918;09/01/2026;-176,5;
O02919;C2919;22/01/2026;-198,6;
O02920;C2920;05/02/2024;-40,9;
O02921;C2921;18/02/2024;-63,4;
O02922;C2922;02/03/2024;-86,1;
O02923;C2923;15/03/2024;-109;
O02924;C2924;28/03/2024;-132,1;
O02925;C2925;10/04/2024;-155,4;
O02926;;23/04/2024;-178,9;
O02927;C2927;06/05/2024;-22,6;
O02928;C2928;19/05/2024;-46,5;
O02929;C2929;01/06/2024;-70,6;
O02930;C2930;14/06/2024;-91,2;
O02931;C2931;27/06/2024;-115,7;
O02932;C2932;10/07/2024;-136,7;
O02933;C2933;23/07/2024;-161,6;
O02934;C2934;05/08/2024;-183;
O02935;C2935;18/08/2024;-28,3;
O02936;C2936;31/08/2024;-50,1;
O02937;C2937;13/09/2024;-72,1;
O02938;C2938;26/09/2024;-94,3;
O02939;C2939;09/10/2024;-120,4;
O02940;C2940;22/10/2024;-143;
O02941;C2941;04/11/2024;-165,8;
O02942;C2942;17/11/2024;-188,8;
O02943;C2943;30/11/2024;-32;
O02944;C2944;13/12/2024;-55,4;
O02945;C2945;26/12/2024;-75,3;
O02946;C2946;08/01/2025;-99,1;
O02947;C2947;21/01/2025;-123,1;
O02948;C2948;03/02/2025;-147,3;
O02949;C2949;16/02/2025;-168;
O02950;C2950;01/03/2025;-192,6;
O02951;C2951;14/03/2025;-33,7;
O02952;C2952;27/03/2025;-58,7;
O02953;C2953;09/04/2025;-80,2;
O02954;C2954;22/04/2025;-105,6;
O02955;C2955;05/05/2025;-127,5;
O02956;C2956;18/05/2025;-149,6;
O02957;C2957;31/05/2025;-171,9;
