order_id,customer_id,order_date,net_revenue,margin_pct,location,channel,order_hour,order_day_of_week_monday_first,order_day_name
O0011959,C04788,2023-10-24,397.27,0.312,Hcmc,referral,20,2,Tuesday
O0011960,C00257,2023-10-24,259.55,0.421,Hcmc,paid_search,13,2,Tuesday
O0011961,C00218,2023-10-24,192.69,0.311,Taipei,paid_search,15,2,Tuesday
O0011962,C00768,2023-10-24,245.46,0.25,Hcmc,paid_search,20,2,Tuesday
O0011963,C03237,2023-10-24,198.77,0.377,Hcmc,organic,21,2,Tuesday
O0011964,C00591,2023-10-24,295.93,0.437,Hcmc,paid_search,22,2,Tuesday
O0011965,C01204,2023-10-24,256.77,0.25,Hcmc,paid_search,20,2,Tuesday
O0011966,C01724,2023-10-24,388.53,0.374,Hcmc,social,13,2,Tuesday
O0011967,C03991,2023-10-24,236.75,0.348,Taipei,email,21,2,Tuesday
O0011968,C01434,2023-10-24,207.43,0.345,Taipei,social,14,2,Tuesday
O0011969,C00935,2023-10-24,263.41,0.383,Hcmc,paid_search,14,2,Tuesday
O0011970,C01729,2023-10-24,283.95,0.267,Hcmc,social,20,2,Tuesday
O0011971,C04926,2023-10-24,474.93,0.294,Hcmc,referral,13,2,Tuesday
O0011972,C00921,2023-10-24,179.12,0.346,Hanoi,paid_search,13,2,Tuesday
O0011973,C01453,2023-10-24,201.48,0.428,Hanoi,social,21,2,Tuesday
O0011974,C01104,2023-10-24,364.87,0.394,Hcmc,paid_search,22,2,Tuesday
O0011975,C01927,2023-10-24,145.43,0.342,Hanoi,social,20,2,Tuesday
O0011976,C01769,2023-10-24,264.24,0.45,Hcmc,social,20,2,Tuesday
O0011977,C03181,2023-10-24,225.24,0.343,Hanoi,organic,20,2,Tuesday
O0011978,C01893,2023-10-24,272.57,0.307,Hcmc,social,22,2,Tuesday
O0011979,C02115,2023-10-24,154.91,0.312,Hcmc,social,15,2,Tuesday
O0011980,C03584,2023-10-24,261.49,0.393,Hcmc,email,20,2,Tuesday
O0011981,C00522,2023-10-24,144.68,0.266,Taipei,paid_search,13,2,Tuesday
O0011982,C02616,2023-10-24,208.98,0.306,Danang,organic,20,2,Tuesday
O0011983,C01991,2023-10-24,228.34,0.353,Hcmc,social,21,2,Tuesday
O0011984,C01203,2023-10-24,345.85,0.432,Hcmc,paid_search,20,2,Tuesday
O0011985,C04184,2023-10-24,268.66,0.4,Hcmc,email,20,2,Tuesday
O0011986,C00231,2023-10-24,357.87,0.376,Hanoi,paid_search,21,2,Tuesday
O0011987,C03611,2023-10-24,226.45,0.416,Hanoi,email,20,2,Tuesday
O0011988,C04558,2023-10-24,199.71,0.356,Hcmc,referral,20,2,Tuesday
O0011989,C01003,2023-10-24,284.78,0.306,Hanoi,paid_search,21,2,Tuesday
O0011990,C00940,2023-10-24,219.03,0.371,Hcmc,paid_search,21,2,Tuesday
O0011991,C02468,2023-10-24,193.74,0.327,Hanoi,social,14,2,Tuesday
O0011992,C01641,2023-10-24,174.5,0.288,Hcmc,social,20,2,Tuesday
O0011993,C03083,2023-10-24,254.9,0.394,Hcmc,organic,22,2,Tuesday
O0011994,C00920,2023-10-24,242.0,0.308,Hanoi,paid_search,20,2,Tuesday
O0011995,C04024,2023-10-24,231.96,0.282,Hanoi,email,15,2,Tuesday
O0011996,C01503,2023-10-24,142.69,0.386,Hcmc,social,13,2,Tuesday
O0011997,C04273,2023-10-24,251.35,0.429,Hcmc,email,22,2,Tuesday
O0011998,C00742,2023-10-24,409.02,0.37,Hcmc,paid_search,21,2,Tuesday
O0011999,C00819,2023-10-24,241.92,0.372,Hcmc,paid_search,20,2,Tuesday
O0012000,C02233,2023-10-24,191.07,0.45,Hcmc,social,21,2,Tuesday
O0012001,C00922,2023-10-24,249.09,0.333,Hcmc,paid_search,20,2,Tuesday
O0012002,C04791,2023-10-24,221.2,0.332,Hcmc,referral,20,2,Tuesday
O0012003,C04047,2023-10-24,167.03,0.405,Danang,email,22,2,Tuesday
O0012004,C03205,2023-10-24,299.84,0.34,Hanoi,organic,20,2,Tuesday
O0012005,C03862,2023-10-25,159.89,0.438,Taipei,email,15,3,Wednesday
O0012006,C01994,2023-10-25,285.03,0.398,Hanoi,social,20,3,Wednesday
O0012007,C02327,2023-10-25,133.73,0.395,Hanoi,social,20,3,Wednesday
O0012008,C04674,2023-10-25,210.03,0.332,Danang,referral,11,3,Wednesday
O0012009,C02695,2023-10-25,176.28,0.368,Hcmc,organic,20,3,Wednesday
O0012010,C02857,2023-10-25,289.73,0.368,Taipei,organic,15,3,Wednesday
O0012011,C00549,2023-10-25,287.67,0.344,Taipei,paid_search,21,3,Wednesday
O0012012,C00629,2023-10-25,314.44,0.257,Hanoi,paid_search,22,3,Wednesday
O0012013,C02486,2023-10-25,199.07,0.404,Hcmc,social,20,3,Wednesday
O0012014,C04470,2023-10-25,334.13,0.355,Hanoi,referral,23,3,Wednesday
O0012015,C02690,2023-10-25,313.58,0.273,Hcmc,organic,14,3,Wednesday
O0012016,C01964,2023-10-25,256.53,0.449,Taipei,social,13,3,Wednesday
O0012017,C03028,2023-10-25,296.13,0.25,Hcmc,organic,21,3,Wednesday
O0012018,C04068,2023-10-25,200.66,0.379,Hcmc,email,13,3,Wednesday
O0012019,C00692,2023-10-25,285.66,0.25,Danang,paid_search,21,3,Wednesday
O0012020,C02532,2023-10-25,256.19,0.45,Hcmc,social,20,3,Wednesday
O0012021,C01743,2023-10-25,209.25,0.25,Hcmc,social,21,3,Wednesday
O0012022,C03968,2023-10-25,121.82,0.294,Hanoi,email,17,3,Wednesday
O0012023,C02576,2023-10-25,249.18,0.287,Taipei,organic,15,3,Wednesday
O0012024,C01439,2023-10-25,248.67,0.413,Hcmc,social,15,3,Wednesday
O0012025,C01023,2023-10-25,250.68,0.321,Hanoi,paid_search,15,3,Wednesday
O0012026,C03431,2023-10-25,310.82,0.361,Hcmc,organic,14,3,Wednesday
O0012027,C02728,2023-10-25,494.81,0.25,Hcmc,organic,20,3,Wednesday
O0012028,C03607,2023-10-25,258.62,0.283,Taipei,email,21,3,Wednesday
O0012029,C04831,2023-10-25,392.69,0.39,Hcmc,referral,22,3,Wednesday
O0012030,C02565,2023-10-25,173.53,0.379,Hcmc,organic,21,3,Wednesday
O0012031,C00903,2023-10-25,186.85,0.318,Taipei,paid_search,20,3,Wednesday
O0012032,C03774,2023-10-25,215.0,0.377,Hcmc,email,21,3,Wednesday
O0012033,C02831,2023-10-25,271.78,0.332,Hcmc,organic,22,3,Wednesday
O0012034,C02868,2023-10-25,136.96,0.389,Hanoi,organic,21,3,Wednesday
O0012035,C01919,2023-10-25,497.5,0.373,Taipei,social,20,3,Wednesday
O0012036,C01335,2023-10-25,164.51,0.299,Hcmc,social,14,3,Wednesday
O0012037,C04260,2023-10-25,180.07,0.36,Taipei,email,15,3,Wednesday
O0012038,C02465,2023-10-25,237.45,0.387,Danang,social,20,3,Wednesday
O0012039,C04829,2023-10-25,244.49,0.285,Taipei,referral,21,3,Wednesday
O0012040,C01992,2023-10-25,165.1,0.417,Danang,social,15,3,Wednesday
O0012041,C01975,2023-10-25,208.63,0.434,Hanoi,social,22,3,Wednesday
O0012042,C02565,2023-10-25,271.45,0.389,Hcmc,organic,13,3,Wednesday
O0012043,C01148,2023-10-25,290.3,0.281,Taipei,paid_search,21,3,Wednesday
O0012044,C00614,2023-10-25,261.84,0.25,Taipei,paid_search,15,3,Wednesday
O0012045,C03997,2023-10-25,153.7,0.361,Hcmc,email,20,3,Wednesday
O0012046,C01417,2023-10-25,202.81,0.293,Hanoi,social,13,3,Wednesday
O0012047,C01371,2023-10-25,314.53,0.33,Hcmc,social,14,3,Wednesday
O0012048,C00090,2023-10-25,202.66,0.283,Hanoi,paid_search,22,3,Wednesday
O0012049,C02694,2023-10-25,166.09,0.378,Taipei,organic,20,3,Wednesday
O0012050,C00539,2023-10-26,193.53,0.405,Hcmc,paid_search,20,4,Thursday
O0012051,C01708,2023-10-26,147.97,0.412,Hcmc,social,22,4,Thursday
O0012052,C04925,2023-10-26,355.35,0.329,Hcmc,referral,13,4,Thursday
O0012053,C00689,2023-10-26,229.39,0.423,Hcmc,paid_search,22,4,Thursday
O0012054,C04885,2023-10-26,353.12,0.407,Taipei,referral,22,4,Thursday
O0012055,C00128,2023-10-26,310.23,0.341,Hanoi,paid_search,14,4,Thursday
O0012056,C00390,2023-10-26,189.31,0.45,Danang,paid_search,14,4,Thursday
O0012057,C03136,2023-10-26,240.29,0.282,Hanoi,organic,22,4,Thursday
O0012058,C00917,2023-10-26,223.29,0.25,Danang,paid_search,21,4,Thursday
O0012059,C04565,2023-10-26,248.27,0.288,Hcmc,referral,13,4,Thursday
O0012060,C01669,2023-10-26,163.47,0.334,Hanoi,social,22,4,Thursday
O0012061,C03092,2023-10-26,175.0,0.268,Hcmc,organic,23,4,Thursday
O0012062,C02724,2023-10-26,192.33,0.438,Hcmc,organic,14,4,Thursday
O0012063,C02782,2023-10-26,262.44,0.351,Hanoi,organic,13,4,Thursday
O0012064,C03701,2023-10-26,272.69,0.303,Hcmc,email,20,4,Thursday
O0012065,C04184,2023-10-26,392.81,0.34,Hcmc,email,22,4,Thursday
O0012066,C04146,2023-10-26,201.3,0.336,Hcmc,email,20,4,Thursday
O0012067,C00101,2023-10-26,166.21,0.429,Danang,paid_search,14,4,Thursday
O0012068,C00949,2023-10-26,257.03,0.378,Taipei,paid_search,20,4,Thursday
O0012069,C01904,2023-10-26,233.47,0.397,Hcmc,social,21,4,Thursday
O0012070,C01946,2023-10-26,313.26,0.341,Hanoi,social,16,4,Thursday
O0012071,C04353,2023-10-26,188.38,0.339,Hanoi,referral,15,4,Thursday
O0012072,C02495,2023-10-26,242.45,0.369,Taipei,social,20,4,Thursday
O0012073,C00076,2023-10-26,206.2,0.405,Hcmc,paid_search,13,4,Thursday
O0012074,C03995,2023-10-26,251.69,0.317,Hanoi,email,14,4,Thursday
O0012075,C02615,2023-10-26,237.43,0.374,Hcmc,organic,13,4,Thursday
O0012076,C01307,2023-10-26,165.26,0.324,Danang,social,20,4,Thursday
O0012077,C00565,2023-10-26,218.81,0.303,Hcmc,paid_search,15,4,Thursday
O0012078,C03087,2023-10-26,147.13,0.392,Hcmc,organic,15,4,Thursday
O0012079,C04315,2023-10-26,159.4,0.317,Hanoi,email,18,4,Thursday
O0012080,C03340,2023-10-26,263.97,0.424,Hcmc,organic,14,4,Thursday
O0012081,C04656,2023-10-26,244.97,0.362,Hcmc,referral,14,4,Thursday
O0012082,C03116,2023-10-26,275.38,0.43,Hanoi,organic,16,4,Thursday
O0012083,C02084,2023-10-26,323.38,0.431,Hcmc,social,22,4,Thursday
O0012084,C02554,2023-10-26,171.67,0.295,Hcmc,social,21,4,Thursday
O0012085,C00698,2023-10-26,338.49,0.345,Taipei,paid_search,21,4,Thursday
O0012086,C00370,2023-10-26,277.89,0.405,Taipei,paid_search,20,4,Thursday
O0012087,C03804,2023-10-26,209.46,0.336,Hcmc,email,15,4,Thursday
O0012088,C04406,2023-10-26,138.54,0.409,Danang,referral,23,4,Thursday
O0012089,C04755,2023-10-26,254.65,0.271,Hcmc,referral,22,4,Thursday
O0012090,C00959,2023-10-26,437.19,0.431,Hcmc,paid_search,20,4,Thursday
O0012091,C04290,2023-10-26,218.91,0.45,Taipei,email,22,4,Thursday
O0012092,C03128,2023-10-26,260.74,0.311,Hcmc,organic,20,4,Thursday
O0012093,C00621,2023-10-26,214.15,0.409,Hcmc,paid_search,14,4,Thursday
O0012094,C03065,2023-10-26,247.18,0.31,Hanoi,organic,14,4,Thursday
O0012095,C04896,2023-10-26,238.3,0.312,Hcmc,referral,22,4,Thursday
O0012096,C00925,2023-10-26,180.54,0.282,Danang,paid_search,21,4,Thursday
O0012097,C02035,2023-10-26,296.92,0.348,Hcmc,social,20,4,Thursday
O0012098,C04350,2023-10-26,209.63,0.395,Hanoi,referral,21,4,Thursday
O0012099,C00800,2023-10-26,173.47,0.45,Hcmc,paid_search,22,4,Thursday
O0012100,C04142,2023-10-26,176.58,0.349,Taipei,email,21,4,Thursday
O0012101,C00617,2023-10-26,232.36,0.298,Hcmc,paid_search,20,4,Thursday
O0012102,C02732,2023-10-26,329.3,0.363,Hcmc,organic,20,4,Thursday
O0012103,C04047,2023-10-27,270.06,0.45,Danang,email,21,5,Friday
O0012104,C04061,2023-10-27,187.83,0.323,Hanoi,email,20,5,Friday
O0012105,C04537,2023-10-27,207.01,0.25,Danang,referral,14,5,Friday
O0012106,C03188,2023-10-27,295.63,0.43,Hcmc,organic,21,5,Friday
O0012107,C02156,2023-10-27,198.63,0.45,Hanoi,social,13,5,Friday
O0012108,C03738,2023-10-27,287.96,0.383,Hcmc,email,10,5,Friday
O0012109,C04092,2023-10-27,319.77,0.338,Hanoi,email,21,5,Friday
O0012110,C01391,2023-10-27,267.63,0.264,Hcmc,social,20,5,Friday
O0012111,C04432,2023-10-27,274.59,0.425,Hanoi,referral,20,5,Friday
O0012112,C02393,2023-10-27,277.13,0.388,Hcmc,social,21,5,Friday
O0012113,C04547,2023-10-27,303.17,0.355,Hcmc,referral,13,5,Friday
O0012114,C03686,2023-10-27,281.38,0.42,Taipei,email,13,5,Friday
O0012115,C01407,2023-10-27,206.81,0.345,Hcmc,social,21,5,Friday
O0012116,C02307,2023-10-27,183.62,0.364,Taipei,social,21,5,Friday
O0012117,C01780,2023-10-27,159.91,0.45,Danang,social,23,5,Friday
O0012118,C01355,2023-10-27,152.76,0.316,Hcmc,social,14,5,Friday
O0012119,C01472,2023-10-27,273.82,0.45,Hcmc,social,21,5,Friday
O0012120,C02421,2023-10-27,225.44,0.404,Taipei,social,20,5,Friday
O0012121,C02634,2023-10-27,304.58,0.252,Taipei,organic,22,5,Friday
O0012122,C03140,2023-10-27,235.67,0.288,Hanoi,organic,23,5,Friday
O0012123,C03200,2023-10-27,257.15,0.27,Taipei,organic,22,5,Friday
O0012124,C01870,2023-10-27,222.76,0.402,Hcmc,social,21,5,Friday
O0012125,C02153,2023-10-27,185.16,0.286,Hcmc,social,21,5,Friday
O0012126,C03500,2023-10-27,347.61,0.321,Hcmc,email,20,5,Friday
O0012127,C01664,2023-10-27,303.49,0.376,Hcmc,social,21,5,Friday
O0012128,C04613,2023-10-27,312.89,0.291,Hanoi,referral,22,5,Friday
O0012129,C04243,2023-10-27,191.32,0.323,Hcmc,email,15,5,Friday
O0012130,C02554,2023-10-27,236.12,0.426,Hcmc,social,21,5,Friday
O0012131,C02442,2023-10-27,202.06,0.397,Hcmc,social,15,5,Friday
O0012132,C00403,2023-10-27,252.73,0.345,Hcmc,paid_search,15,5,Friday
O0012133,C01619,2023-10-27,152.83,0.25,Hanoi,social,23,5,Friday
O0012134,C03645,2023-10-27,206.73,0.45,Hcmc,email,16,5,Friday
O0012135,C02879,2023-10-27,234.81,0.3,Hcmc,organic,20,5,Friday
O0012136,C03501,2023-10-27,269.11,0.38,Hanoi,email,15,5,Friday
O0012137,C00943,2023-10-27,374.18,0.25,Hcmc,paid_search,20,5,Friday
O0012138,C02223,2023-10-27,299.13,0.387,Hcmc,social,21,5,Friday
O0012139,C00875,2023-10-27,342.96,0.275,Hcmc,paid_search,22,5,Friday
O0012140,C01315,2023-10-27,320.25,0.369,Hcmc,social,14,5,Friday
O0012141,C00825,2023-10-27,222.42,0.321,Danang,paid_search,20,5,Friday
O0012142,C03364,2023-10-27,236.89,0.315,Hcmc,organic,20,5,Friday
O0012143,C01222,2023-10-27,241.44,0.303,Taipei,paid_search,21,5,Friday
O0012144,C00555,2023-10-27,367.4,0.401,Hcmc,paid_search,20,5,Friday
O0012145,C03827,2023-10-27,245.05,0.364,Hcmc,email,21,5,Friday
O0012146,C01370,2023-10-27,245.57,0.345,Hcmc,social,22,5,Friday
O0012147,C02519,2023-10-27,308.47,0.443,Hcmc,social,21,5,Friday
O0012148,C02553,2023-10-27,234.11,0.25,Taipei,social,21,5,Friday
O0012149,C01795,2023-10-27,209.77,0.333,Taipei,social,22,5,Friday
O0012150,C01237,2023-10-27,290.0,0.375,Taipei,paid_search,20,5,Friday
O0012151,C02037,2023-10-27,263.1,0.288,Hcmc,social,22,5,Friday
O0012152,C02259,2023-10-27,280.29,0.392,Hcmc,social,21,5,Friday
O0012153,C01160,2023-10-27,238.55,0.34,Taipei,paid_search,20,5,Friday
O0012154,C02522,2023-10-27,141.75,0.287,Hcmc,social,22,5,Friday
O0012155,C00120,2023-10-27,199.86,0.445,Danang,paid_search,13,5,Friday
O0012156,C00807,2023-10-27,292.02,0.45,Hanoi,paid_search,21,5,Friday
O0012157,C01734,2023-10-27,228.4,0.366,Hcmc,social,21,5,Friday
O0012158,C02977,2023-10-27,214.52,0.369,Hcmc,organic,22,5,Friday
O0012159,C03679,2023-10-28,430.37,0.33,Hcmc,email,21,6,Saturday
O0012160,C01347,2023-10-28,153.39,0.336,Hcmc,social,21,6,Saturday
O0012161,C00159,2023-10-28,184.25,0.25,Hcmc,paid_search,16,6,Saturday
O0012162,C01379,2023-10-28,192.81,0.25,Hcmc,social,20,6,Saturday
O0012163,C01104,2023-10-28,277.19,0.384,Hcmc,paid_search,21,6,Saturday
O0012164,C04323,2023-10-28,196.67,0.341,Hanoi,referral,20,6,Saturday
O0012165,C02063,2023-10-28,210.17,0.385,Hcmc,social,20,6,Saturday
O0012166,C00333,2023-10-28,192.54,0.25,Taipei,paid_search,14,6,Saturday
O0012167,C03655,2023-10-28,334.86,0.308,Hcmc,email,14,6,Saturday
O0012168,C02997,2023-10-28,182.81,0.413,Hcmc,organic,14,6,Saturday
O0012169,C00553,2023-10-28,151.29,0.311,Hcmc,paid_search,15,6,Saturday
O0012170,C03540,2023-10-28,263.16,0.45,Hanoi,email,21,6,Saturday
O0012171,C00494,2023-10-28,286.62,0.293,Hcmc,paid_search,20,6,Saturday
O0012172,C03029,2023-10-28,263.69,0.25,Hcmc,organic,21,6,Saturday
O0012173,C00351,2023-10-28,296.61,0.316,Hanoi,paid_search,21,6,Saturday
O0012174,C03201,2023-10-28,329.0,0.45,Hcmc,organic,21,6,Saturday
O0012175,C00507,2023-10-28,313.63,0.361,Hcmc,paid_search,13,6,Saturday
O0012176,C04891,2023-10-28,455.07,0.432,Danang,referral,21,6,Saturday
O0012177,C03404,2023-10-28,174.7,0.339,Taipei,organic,16,6,Saturday
O0012178,C02283,2023-10-28,232.65,0.281,Hcmc,social,20,6,Saturday
O0012179,C03686,2023-10-28,230.82,0.31,Taipei,email,15,6,Saturday
O0012180,C03543,2023-10-28,162.79,0.446,Taipei,email,21,6,Saturday
O0012181,C02160,2023-10-28,229.25,0.386,Hcmc,social,22,6,Saturday
O0012182,C04566,2023-10-28,185.63,0.313,Danang,referral,14,6,Saturday
O0012183,C03457,2023-10-28,288.71,0.393,Hanoi,organic,20,6,Saturday
O0012184,C00002,2023-10-28,286.72,0.316,Hcmc,paid_search,13,6,Saturday
O0012185,C00079,2023-10-28,369.11,0.333,Hcmc,paid_search,13,6,Saturday
O0012186,C03305,2023-10-28,210.67,0.425,Taipei,organic,21,6,Saturday
O0012187,C02316,2023-10-28,202.14,0.304,Hcmc,social,15,6,Saturday
O0012188,C01430,2023-10-28,277.07,0.412,Hcmc,social,13,6,Saturday
O0012189,C03566,2023-10-28,244.12,0.367,Hcmc,email,20,6,Saturday
O0012190,C03507,2023-10-28,146.28,0.311,Hcmc,email,13,6,Saturday
O0012191,C03968,2023-10-28,239.03,0.29,Hanoi,email,22,6,Saturday
O0012192,C00810,2023-10-28,275.23,0.29,Hcmc,paid_search,16,6,Saturday
O0012193,C04294,2023-10-28,249.78,0.348,Hcmc,email,20,6,Saturday
O0012194,C03207,2023-10-28,236.69,0.395,Hcmc,organic,13,6,Saturday
O0012195,C02944,2023-10-28,327.9,0.45,Taipei,organic,14,6,Saturday
O0012196,C04746,2023-10-28,339.57,0.42,Hanoi,referral,20,6,Saturday
O0012197,C01280,2023-10-28,238.45,0.357,Danang,social,20,6,Saturday
O0012198,C04147,2023-10-28,186.06,0.325,Danang,email,20,6,Saturday
O0012199,C01518,2023-10-28,230.72,0.27,Hcmc,social,22,6,Saturday
O0012200,C04056,2023-10-28,243.35,0.323,Hcmc,email,20,6,Saturday
O0012201,C04358,2023-10-28,298.45,0.418,Hcmc,referral,20,6,Saturday
O0012202,C04139,2023-10-28,257.66,0.25,Taipei,email,15,6,Saturday
O0012203,C03880,2023-10-29,233.9,0.328,Hcmc,email,13,7,Sunday
O0012204,C02793,2023-10-29,224.34,0.338,Taipei,organic,13,7,Sunday
O0012205,C02052,2023-10-29,142.78,0.44,Taipei,social,14,7,Sunday
O0012206,C00682,2023-10-29,104.24,0.345,Danang,paid_search,15,7,Sunday
O0012207,C02179,2023-10-29,246.26,0.304,Hcmc,social,13,7,Sunday
O0012208,C04646,2023-10-29,361.62,0.296,Hcmc,referral,14,7,Sunday
O0012209,C02926,2023-10-29,268.38,0.323,Hanoi,organic,15,7,Sunday
O0012210,C02456,2023-10-29,194.57,0.353,Hanoi,social,22,7,Sunday
O0012211,C00383,2023-10-29,336.7,0.447,Hcmc,paid_search,21,7,Sunday
O0012212,C01404,2023-10-29,192.43,0.45,Hanoi,social,14,7,Sunday
O0012213,C03509,2023-10-29,270.87,0.368,Hcmc,email,20,7,Sunday
O0012214,C04004,2023-10-29,254.36,0.345,Taipei,email,21,7,Sunday
O0012215,C04190,2023-10-29,256.56,0.25,Hcmc,email,21,7,Sunday
O0012216,C03836,2023-10-29,197.8,0.344,Hanoi,email,21,7,Sunday
O0012217,C02554,2023-10-29,277.88,0.368,Hcmc,social,20,7,Sunday
O0012218,C03306,2023-10-29,227.5,0.409,Hcmc,organic,20,7,Sunday
O0012219,C03785,2023-10-29,497.22,0.317,Hanoi,email,15,7,Sunday
O0012220,C01611,2023-10-29,280.76,0.394,Hcmc,social,14,7,Sunday
O0012221,C04748,2023-10-29,242.23,0.387,Hcmc,referral,14,7,Sunday
O0012222,C04352,2023-10-29,278.56,0.431,Hcmc,referral,22,7,Sunday
O0012223,C03662,2023-10-29,229.17,0.351,Hcmc,email,20,7,Sunday
O0012224,C00838,2023-10-29,304.82,0.336,Hanoi,paid_search,21,7,Sunday
O0012225,C00855,2023-10-29,290.25,0.344,Hcmc,paid_search,14,7,Sunday
O0012226,C04181,2023-10-29,271.0,0.365,Hcmc,email,15,7,Sunday
O0012227,C03252,2023-10-29,161.67,0.44,Hcmc,organic,22,7,Sunday
O0012228,C04435,2023-10-29,253.31,0.296,Hanoi,referral,14,7,Sunday
O0012229,C01979,2023-10-29,396.3,0.25,Hanoi,social,22,7,Sunday
O0012230,C01550,2023-10-29,247.17,0.406,Hcmc,social,20,7,Sunday
O0012231,C01517,2023-10-29,170.15,0.364,Hcmc,social,14,7,Sunday
O0012232,C00438,2023-10-29,238.59,0.27,Hcmc,paid_search,21,7,Sunday
O0012233,C02385,2023-10-29,239.77,0.407,Taipei,social,20,7,Sunday
O0012234,C02110,2023-10-29,299.25,0.342,Hanoi,social,15,7,Sunday
O0012235,C00333,2023-10-29,303.6,0.292,Taipei,paid_search,21,7,Sunday
O0012236,C01023,2023-10-29,248.29,0.45,Hanoi,paid_search,15,7,Sunday
O0012237,C02014,2023-10-29,126.86,0.297,Danang,social,21,7,Sunday
O0012238,C01301,2023-10-29,227.39,0.444,Danang,social,20,7,Sunday
O0012239,C03907,2023-10-29,207.6,0.307,Taipei,email,20,7,Sunday
O0012240,C01631,2023-10-29,244.52,0.45,Hcmc,social,21,7,Sunday
O0012241,C01990,2023-10-29,295.95,0.401,Danang,social,21,7,Sunday
O0012242,C00583,2023-10-29,353.1,0.386,Hcmc,paid_search,20,7,Sunday
O0012243,C00062,2023-10-29,190.76,0.261,Hcmc,paid_search,15,7,Sunday
O0012244,C04000,2023-10-29,219.85,0.292,Hcmc,email,20,7,Sunday
O0012245,C04695,2023-10-29,160.21,0.274,Hanoi,referral,13,7,Sunday
O0012246,C03981,2023-10-30,263.26,0.434,Hanoi,email,21,1,Monday
O0012247,C01684,2023-10-30,214.65,0.321,Taipei,social,16,1,Monday
O0012248,C02512,2023-10-30,168.3,0.293,Hcmc,social,14,1,Monday
O0012249,C04103,2023-10-30,314.23,0.283,Hanoi,email,20,1,Monday
O0012250,C03678,2023-10-30,225.27,0.327,Hcmc,email,13,1,Monday
O0012251,C02714,2023-10-30,330.92,0.319,Hcmc,organic,20,1,Monday
O0012252,C03536,2023-10-30,185.9,0.432,Hcmc,email,21,1,Monday
O0012253,C03226,2023-10-30,201.63,0.417,Hcmc,organic,21,1,Monday
O0012254,C02413,2023-10-30,156.99,0.415,Hcmc,social,21,1,Monday
O0012255,C01044,2023-10-30,482.79,0.313,Hcmc,paid_search,20,1,Monday
O0012256,C04515,2023-10-30,220.77,0.397,Hcmc,referral,13,1,Monday
O0012257,C00431,2023-10-30,240.87,0.271,Hanoi,paid_search,21,1,Monday
O0012258,C04573,2023-10-30,236.02,0.45,Hcmc,referral,20,1,Monday
O0012259,C02945,2023-10-30,173.17,0.283,Hcmc,organic,21,1,Monday
O0012260,C01002,2023-10-30,211.86,0.25,Hcmc,paid_search,20,1,Monday
O0012261,C02238,2023-10-30,210.8,0.391,Hcmc,social,22,1,Monday
O0012262,C02765,2023-10-30,201.06,0.395,Hcmc,organic,15,1,Monday
O0012263,C00870,2023-10-30,129.21,0.25,Taipei,paid_search,23,1,Monday
O0012264,C02602,2023-10-30,267.47,0.31,Hcmc,organic,20,1,Monday
O0012265,C04446,2023-10-30,332.01,0.398,Hcmc,referral,15,1,Monday
O0012266,C00650,2023-10-30,248.42,0.332,Hanoi,paid_search,20,1,Monday
O0012267,C00633,2023-10-30,367.85,0.361,Hcmc,paid_search,20,1,Monday
O0012268,C01389,2023-10-30,331.48,0.36,Hcmc,social,14,1,Monday
O0012269,C04471,2023-10-30,368.13,0.448,Taipei,referral,20,1,Monday
O0012270,C04841,2023-10-30,242.94,0.399,Hcmc,referral,21,1,Monday
O0012271,C00856,2023-10-30,199.37,0.305,Hcmc,paid_search,22,1,Monday
O0012272,C01896,2023-10-30,168.73,0.421,Hanoi,social,22,1,Monday
O0012273,C01426,2023-10-30,158.04,0.341,Hcmc,social,20,1,Monday
O0012274,C03393,2023-10-30,346.45,0.45,Hcmc,organic,21,1,Monday
O0012275,C02833,2023-10-30,209.77,0.45,Hcmc,organic,21,1,Monday
O0012276,C01104,2023-10-30,275.41,0.331,Hcmc,paid_search,14,1,Monday
O0012277,C01798,2023-10-30,326.6,0.318,Hcmc,social,20,1,Monday
O0012278,C04715,2023-10-30,360.02,0.302,Hcmc,referral,23,1,Monday
O0012279,C00943,2023-10-30,563.36,0.269,Hcmc,paid_search,22,1,Monday
O0012280,C04097,2023-10-30,186.23,0.393,Hanoi,email,15,1,Monday
O0012281,C00629,2023-10-30,334.78,0.25,Hanoi,paid_search,21,1,Monday
O0012282,C01131,2023-10-30,338.92,0.314,Hcmc,paid_search,11,1,Monday
O0012283,C04574,2023-10-30,239.55,0.45,Hcmc,referral,14,1,Monday
O0012284,C02050,2023-10-30,230.8,0.268,Hcmc,social,20,1,Monday
O0012285,C01289,2023-10-30,132.58,0.299,Hcmc,social,15,1,Monday
O0012286,C02710,2023-10-30,282.04,0.44,Taipei,organic,15,1,Monday
O0012287,C00536,2023-10-30,368.79,0.32,Hcmc,paid_search,20,1,Monday
O0012288,C00370,2023-10-30,221.44,0.384,Taipei,paid_search,20,1,Monday
O0012289,C02624,2023-10-30,285.24,0.355,Hcmc,organic,22,1,Monday
O0012290,C01384,2023-10-31,143.98,0.407,Hanoi,social,14,2,Tuesday
O0012291,C01280,2023-10-31,149.23,0.321,Danang,social,14,2,Tuesday
O0012292,C03105,2023-10-31,219.5,0.313,Hanoi,organic,21,2,Tuesday
